0,1,2,3,4,5,6,7,8,9
76471.53125,118936.90625,112640.078125,80016.46875,50498.0546875,28622.478515625,16158.275390625,9491.533203125,4546.17041015625,2567.95703125
76121.28125,119239.5625,112918.1328125,79985.3984375,50422.203125,28565.578125,16138.2216796875,9508.716796875,4532.4833984375,2514.381103515625
76476.625,119082.984375,112890.703125,79920.296875,50308.53125,28534.287109375,16140.080078125,9507.8876953125,4544.0849609375,2541.917236328125
76322.4453125,118951.484375,112589.34375,80016.9921875,50505.78125,28682.802734375,16229.9443359375,9570.65625,4545.0107421875,2530.4541015625
76442.359375,119397.9140625,112984.578125,79926.0234375,50216.70703125,28431.283203125,16102.94140625,9460.3466796875,4478.69384765625,2506.982421875
76284.875,118872.40625,112787.4921875,80122.3125,50600.42578125,28670.916015625,16140.369140625,9464.763671875,4499.2392578125,2504.49267578125
76062.6796875,119122.140625,112900.109375,80089.3046875,50385.6484375,28618.970703125,16200.0009765625,9517.359375,4528.14990234375,2522.23388671875
76390.4453125,119132.2421875,112849.78125,79968.0078125,50318.60546875,28547.806640625,16191.8681640625,9499.7626953125,4518.3232421875,2530.67138671875
76373.640625,118903.4765625,112725.9921875,79887.46875,50457.3046875,28665.197265625,16234.392578125,9564.1220703125,4569.00732421875,2565.767333984375
76154.2109375,119110.046875,112942.921875,80018.0390625,50482.73046875,28614.150390625,16128.814453125,9454.6767578125,4506.8173828125,2534.248779296875
76081.703125,119115.0703125,112831.2265625,80067.7421875,50514.98828125,28601.33984375,16148.8740234375,9495.556640625,4540.5654296875,2547.054931640625
76441.0625,119035.1015625,112828.3828125,79947.9375,50377.72265625,28612.0078125,16177.7333984375,9505.501953125,4513.89794921875,2508.080078125
76452.4609375,119160.4453125,112671.46875,79875.5859375,50416.98828125,28633.724609375,16192.203125,9503.818359375,4514.68017578125,2528.551513671875
76098.6328125,119071.1171875,113029.796875,80118.0,50434.546875,28616.244140625,16155.724609375,9430.419921875,4482.7607421875,2509.777587890625
76508.859375,119081.53125,112800.1171875,80027.546875,50353.36328125,28508.755859375,16155.228515625,9491.2265625,4512.884765625,2506.565185546875
76000.7265625,118949.6328125,112766.5546875,80174.3828125,50514.4765625,28667.61328125,16220.8603515625,9551.7392578125,4554.5771484375,2547.261474609375
76197.5078125,118888.75,112739.6171875,80057.2890625,50518.04296875,28684.7890625,16238.681640625,9548.91796875,4536.3388671875,2536.644775390625
76225.53125,119118.6953125,112974.8046875,80138.671875,50388.7578125,28520.177734375,16121.873046875,9452.435546875,4495.54833984375,2510.218505859375
76501.3125,119027.09375,112646.796875,79938.078125,50366.46484375,28590.865234375,16244.31640625,9559.47265625,4548.35498046875,2526.811767578125
76211.1796875,118923.28125,112852.5703125,80062.1015625,50489.7109375,28656.546875,16226.529296875,9502.4482421875,4512.44580078125,2505.084228515625
76258.0078125,119107.8671875,112844.8828125,80013.2890625,50388.57421875,28574.86328125,16170.3037109375,9513.9658203125,4533.908203125,2539.12744140625
76265.9140625,119080.78125,112729.0546875,80034.8359375,50461.86328125,28620.91796875,16159.1044921875,9495.4677734375,4545.6640625,2554.29443359375
76256.65625,118917.4921875,112774.5625,80075.8671875,50512.60546875,28650.5625,16180.5087890625,9516.6650390625,4540.2626953125,2518.954833984375
76280.8046875,119221.484375,112796.4375,79908.1796875,50410.015625,28633.927734375,16149.310546875,9474.873046875,4522.46923828125,2547.009765625
76359.0703125,119200.7578125,112781.5703125,79871.1640625,50278.79296875,28578.79296875,16214.0244140625,9580.4443359375,4554.42236328125,2527.625
76456.3359375,119279.7578125,112906.515625,79933.6328125,50329.70703125,28471.462890625,16067.974609375,9442.68359375,4521.56396484375,2536.59375
76402.5625,119104.1328125,112684.3203125,79928.71875,50390.17578125,28600.443359375,16209.970703125,9540.837890625,4553.158203125,2535.340087890625
76237.4140625,119151.265625,112751.671875,80012.171875,50453.13671875,28596.81640625,16164.2177734375,9521.2177734375,4538.2138671875,2518.1689453125
76127.984375,119185.375,112863.234375,79965.0234375,50393.89453125,28625.587890625,16202.5673828125,9517.8388671875,4537.77001953125,2527.4853515625
76429.1015625,119047.0234375,112653.78125,79950.625,50389.83203125,28607.26953125,16245.2548828125,9545.765625,4541.58349609375,2538.260009765625
76357.078125,119061.4609375,112980.2734375,80015.828125,50285.15625,28480.06640625,16135.9560546875,9498.205078125,4562.17919921875,2570.42919921875
76399.921875,119217.125,112950.9921875,80062.21875,50326.203125,28508.244140625,16093.3583984375,9428.4892578125,4472.1220703125,2489.546630859375
76239.984375,119048.34375,112872.3125,80002.3125,50423.984375,28603.6796875,16183.849609375,9506.962890625,4534.46240234375,2532.10400390625
76208.890625,119312.46875,112932.5390625,80018.3984375,50401.6171875,28595.23828125,16123.095703125,9433.4375,4454.63623046875,2468.029052734375
76197.1796875,119020.9765625,113001.296875,80121.8046875,50436.25390625,28569.203125,16120.60546875,9460.91796875,4506.623046875,2511.647705078125
76248.359375,118929.109375,112792.7109375,80067.625,50517.4765625,28723.021484375,16215.0283203125,9470.3955078125,4486.6689453125,2497.24462890625
76329.328125,118980.40625,112868.625,79997.7265625,50402.6796875,28571.326171875,16190.9931640625,9552.4384765625,4542.79443359375,2511.79345703125
76614.640625,119161.0703125,112588.265625,79846.2109375,50483.91015625,28645.001953125,16160.732421875,9471.8232421875,4483.45166015625,2493.345703125
