0,1,2,3,4,5,6,7,8,9
72561.0546875,121366.890625,113978.15625,79127.6796875,49392.5859375,29084.474609375,17111.658203125,9870.4677734375,4800.31494140625,2672.661376953125
72723.8125,121476.625,113822.4765625,79024.453125,49331.8359375,29044.646484375,17086.4765625,9904.2275390625,4846.00830078125,2700.631103515625
72482.5390625,121306.25,113929.75,79195.828125,49476.53125,29126.92578125,17126.08203125,9867.0751953125,4794.02734375,2661.1787109375
72816.953125,121505.4453125,113841.6640625,79027.7265625,49336.80078125,29053.333984375,17082.236328125,9853.36328125,4772.81884765625,2674.08056640625
72672.5078125,121354.5078125,113907.3203125,79108.5,49393.00390625,29094.818359375,17091.572265625,9873.904296875,4798.06689453125,2670.144775390625
72637.4375,121392.125,113862.2421875,79137.1953125,49425.05078125,29093.392578125,17115.595703125,9859.2109375,4780.201171875,2658.70849609375
72510.4140625,121358.3828125,113860.6953125,79175.375,49450.75,29079.896484375,17105.4375,9923.28515625,4830.84130859375,2672.07080078125
72606.8125,121297.3671875,113747.0625,79158.9453125,49518.40625,29184.646484375,17138.666015625,9876.6103515625,4788.607421875,2646.411865234375
72754.484375,121402.3046875,113920.90625,79049.0546875,49313.4609375,29065.83984375,17086.685546875,9861.8330078125,4819.02392578125,2687.122802734375
72737.78125,121399.1875,113899.6875,79141.7421875,49432.671875,29064.27734375,17060.365234375,9801.841796875,4761.802734375,2663.6845703125
72515.8203125,121263.7578125,113840.2578125,79150.984375,49443.01953125,29133.87109375,17148.556640625,9902.7255859375,4843.8359375,2722.33154296875
72665.0078125,121389.5,113994.0,79182.9609375,49410.11328125,29062.865234375,17054.953125,9796.3779296875,4747.474609375,2660.281005859375
72455.671875,121325.921875,113950.015625,79211.984375,49501.41796875,29142.3984375,17107.77734375,9849.5029296875,4771.9404296875,2651.693115234375
72512.5078125,121514.0703125,113901.1015625,79157.78125,49375.109375,29039.775390625,17087.615234375,9878.7431640625,4808.984375,2691.232666015625
72497.6484375,121410.6171875,113887.6171875,79078.859375,49417.5859375,29143.830078125,17165.1875,9900.150390625,4792.68701171875,2665.25927734375
72528.703125,121468.84375,114015.1484375,79148.875,49374.77734375,29053.515625,17065.640625,9834.703125,4800.8125,2673.040283203125
72777.0859375,121171.5703125,113744.78125,79115.921875,49428.86328125,29139.720703125,17185.34765625,9899.212890625,4805.62353515625,2693.708984375
