0,1,2,3,4,5,6,7,8,9
75024.8125,131912.15625,110732.0390625,73606.4765625,48396.79296875,26712.13671875,17818.966796875,8775.396484375,4276.3310546875,2704.542236328125
75200.8203125,132021.28125,110562.5625,73499.09375,48353.97265625,26658.44140625,17789.931640625,8794.39453125,4355.31591796875,2718.60888671875
74913.453125,131893.734375,110693.359375,73639.125,48483.0078125,26780.82421875,17797.658203125,8802.7373046875,4273.79541015625,2678.17041015625
75241.71875,132153.703125,110591.6875,73444.7265625,48327.13671875,26649.4375,17758.71484375,8764.0732421875,4290.01416015625,2736.34130859375
75076.8046875,131923.984375,110686.609375,73643.4921875,48436.9296875,26673.41796875,17733.123046875,8792.01953125,4300.025390625,2692.54931640625
75132.0625,131989.625,110643.3125,73610.8046875,48387.52734375,26702.7578125,17751.5546875,8769.5078125,4279.67919921875,2685.50244140625
74926.296875,131987.3125,110628.140625,73622.5546875,48443.33984375,26677.486328125,17779.158203125,8841.966796875,4345.52001953125,2706.44384765625
75088.859375,131877.34375,110527.546875,73647.6796875,48557.390625,26740.10546875,17789.076171875,8765.3681640625,4294.71630859375,2668.7109375
75239.203125,131951.890625,110661.0234375,73544.9765625,48342.484375,26660.232421875,17736.21875,8764.6044921875,4384.6806640625,2668.3759765625
75202.5078125,131963.65625,110709.3125,73627.765625,48402.6484375,26650.119140625,17719.658203125,8724.5791015625,4274.96875,2678.951171875
74965.4296875,131837.71875,110606.125,73649.875,48479.828125,26733.353515625,17815.078125,8836.4794921875,4351.224609375,2683.402099609375
75089.1953125,132015.15625,110724.859375,73619.828125,48431.97265625,26704.138671875,17757.521484375,8753.1650390625,4251.8271484375,2606.404052734375
74878.625,131974.625,110738.046875,73685.671875,48479.3125,26713.46875,17763.962890625,8752.2255859375,4263.89599609375,2709.599609375
74989.5546875,132059.21875,110650.515625,73646.0625,48400.8125,26677.31640625,17738.66015625,8773.3291015625,4316.09619140625,2706.989013671875
74965.703125,131973.40625,110659.1015625,73584.875,48442.140625,26727.87890625,17810.208984375,8821.30859375,4297.58544921875,2674.07763671875
74949.7734375,132058.546875,110796.6015625,73631.8125,48377.671875,26634.85546875,17691.8515625,8761.9580078125,4319.111328125,2734.691162109375
75203.1015625,131733.546875,110539.21875,73603.515625,48427.24609375,26743.673828125,17857.826171875,8834.1552734375,4298.48974609375,2718.458740234375
75202.1640625,132021.359375,110643.234375,73578.6640625,48362.83203125,26630.783203125,17702.69140625,8766.1455078125,4323.8896484375,2723.184326171875
74777.640625,132010.71875,110624.640625,73553.8125,48442.48828125,26778.703125,17813.341796875,8846.8671875,4343.6708984375,2760.761474609375
75004.84375,131946.015625,110659.265625,73562.2265625,48504.0234375,26760.265625,17780.26953125,8758.41796875,4303.48681640625,2675.906494140625
75378.9453125,132148.828125,110602.203125,73531.4921875,48363.3046875,26620.880859375,17678.5078125,8706.20703125,4248.00830078125,2678.855224609375
75360.859375,132047.34375,110675.34375,73528.7109375,48370.33203125,26657.06640625,17708.232421875,8664.466796875,4311.38818359375,2633.55126953125
75101.3671875,131863.4375,110594.046875,73646.3046875,48519.65625,26724.4375,17762.9453125,8756.505859375,4326.4013671875,2661.63720703125
75157.7890625,131867.5625,110598.3828125,73602.2109375,48387.36328125,26676.580078125,17790.302734375,8827.7998046875,4337.375,2714.51318359375
74994.8125,132021.65625,110678.0546875,73549.828125,48404.40234375,26743.8515625,17845.50390625,8784.912109375,4291.0595703125,2641.381591796875
74879.40625,131979.5625,110762.28125,73618.21875,48448.92578125,26762.623046875,17773.119140625,8767.1708984375,4302.68798828125,2663.02392578125
74975.25,131916.609375,110683.5859375,73670.71875,48515.84375,26748.85546875,17804.576171875,8756.4462890625,4218.716796875,2663.321533203125
75193.484375,131944.71875,110634.375,73530.515625,48363.02734375,26677.048828125,17791.759765625,8792.8271484375,4329.08251953125,2698.7451171875
75167.59375,131868.078125,110581.3046875,73643.828125,48450.12109375,26702.9296875,17749.56640625,8741.84375,4331.52978515625,2717.677978515625
75021.1328125,131785.8125,110674.7265625,73693.75,48503.41796875,26755.830078125,17819.837890625,8742.1806640625,4248.5341796875,2709.77001953125
