epochs,iterations,f_dsea,f_true,loss,acc
8,12,"[0.14937133 0.24783389 0.20640083 0.15653777 0.1203485  0.04979776
 0.03570651 0.01831435 0.00927495 0.0064141 ]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.0420938  0.04164929 0.04146479 0.04134633 0.04129163 0.041257
 0.04123395 0.0412154  0.06920636 0.06835446 0.06805998 0.0679455
 0.06787057 0.06782866 0.06779308 0.06776522 0.09622861 0.09516914
 0.09479347 0.09459809 0.09449207 0.0944243  0.094374   0.09433757
 0.11516613 0.11341481 0.11292387 0.1127627  0.11266448 0.11259843
 0.11255154 0.11251325 0.13159467 0.12908202 0.1285083  0.12830176
 0.12819085 0.128116   0.12805419 0.12801237 0.14026835 0.13863413
 0.13815532 0.13796583 0.13785128 0.13776351 0.13770447 0.13765739
 0.14742205 0.14554261 0.14496266 0.14476166 0.14464701 0.14456714
 0.1444993  0.14444873 0.14940235 0.14754217 0.14688146 0.14661582
 0.14648562 0.14639845 0.14633342 0.14627576 0.14921199 0.14755033
 0.14696673 0.14670818 0.14657679 0.14648744 0.14642285 0.14636881
 0.14815139 0.14613504 0.14558594 0.14537578 0.14527122 0.14518568
 0.1451215  0.1450735  0.15043402 0.14828781 0.14763227 0.14734634
 0.14720487 0.14710573 0.14703462 0.14697866 0.15050733 0.14838062
 0.14773887 0.14751718 0.14739864 0.14730705 0.14724534 0.14718981]","[0.33352435 0.34597135 0.34952056 0.3516152  0.3529477  0.35332558
 0.35379833 0.35418415 0.35435566 0.3626891  0.36586782 0.3670431
 0.36778188 0.36816838 0.36852393 0.36889106 0.36194697 0.36917225
 0.3720858  0.3733928  0.37425044 0.37477785 0.37507343 0.37528265
 0.36426735 0.37188622 0.3749495  0.3759766  0.3767173  0.37706617
 0.3774596  0.3776687  0.36393064 0.3735368  0.37658173 0.3776885
 0.37820297 0.37878418 0.3790588  0.3792815  0.3715146  0.3783683
 0.3806122  0.3814344  0.3820348  0.38257468 0.38280264 0.38304862
 0.37177137 0.37896365 0.3816008  0.38254118 0.38301194 0.38333708
 0.3836221  0.38384414 0.37091085 0.37838092 0.38138473 0.3824697
 0.3831563  0.38343176 0.38379765 0.3840876  0.37299132 0.37939653
 0.38206932 0.3830383  0.38357973 0.38397852 0.384268   0.38439834
 0.3731655  0.3810222  0.3835105  0.38442105 0.38491142 0.385039
 0.385377   0.38558695 0.37371737 0.3810166  0.38394055 0.38524202
 0.385803   0.386145   0.386474   0.38672376 0.37478447 0.38158438
 0.38458928 0.3853852  0.3859896  0.38630033 0.38666403 0.38689762]"
8,16,"[0.15592579 0.23743989 0.20945285 0.16179989 0.11173611 0.05847524
 0.03362775 0.01612072 0.00981005 0.00561172]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04203412 0.04161244 0.04142091 0.04132981 0.04128194 0.04125031
 0.04122702 0.04121083 0.07043471 0.06954538 0.06919875 0.06905157
 0.06898488 0.06893687 0.06890464 0.06887457 0.09738246 0.09623266
 0.09580256 0.09563878 0.09555557 0.09549669 0.0954528  0.09541764
 0.11865584 0.11709039 0.11661603 0.11642815 0.11631292 0.11623559
 0.11618074 0.1161367  0.13539274 0.13388293 0.13330338 0.13307117
 0.13297882 0.13289076 0.1328278  0.13277922 0.14205158 0.14019987
 0.13967043 0.1394812  0.13937075 0.13928517 0.13922715 0.13916298
 0.14591352 0.14391924 0.14339286 0.14319451 0.14307773 0.14299629
 0.14293207 0.14288078 0.14779587 0.1459996  0.14537437 0.14512531
 0.14499704 0.14491452 0.14484083 0.1447842  0.15168982 0.1496003
 0.14897247 0.14873516 0.14860304 0.14851235 0.14844382 0.14838941
 0.15436915 0.15241027 0.15179662 0.15157899 0.15145367 0.15137223
 0.15130259 0.15124759 0.15229024 0.15023065 0.14961472 0.14936554
 0.1492374  0.14914874 0.14907366 0.1490155  0.15312987 0.15110157
 0.15057375 0.15036255 0.15024783 0.15016842 0.15010752 0.15005973
 0.15420585 0.15245252 0.15178979 0.15155141 0.15141482 0.15132409
 0.15125336 0.15119804 0.15062689 0.14879417 0.14816577 0.14793352
 0.14779778 0.14771181 0.14764777 0.14758221 0.15319038 0.1512265
 0.15058336 0.15027332 0.15010045 0.1499961  0.14992802 0.1498583
 0.15335725 0.15142181 0.150809   0.15059048 0.15045772 0.15036712
 0.15030036 0.15023919]","[0.33397955 0.34449086 0.34844375 0.3506945  0.35172442 0.3526173
 0.35293105 0.35310262 0.35379222 0.36460635 0.36827847 0.36939535
 0.36994076 0.37040347 0.37077093 0.37100077 0.36568183 0.37189487
 0.37476546 0.3757658  0.3764709  0.3768599  0.37713805 0.3774357
 0.36857304 0.37658083 0.37935808 0.3803957  0.38100487 0.38144606
 0.38162434 0.38183364 0.37092352 0.37805134 0.3811643  0.3822992
 0.38286114 0.3832312  0.38347858 0.3837163  0.37285566 0.38028488
 0.38284034 0.38366684 0.3841443  0.38465354 0.38492224 0.3852199
 0.37426805 0.3812738  0.38388008 0.3847823  0.38526574 0.38544032
 0.3857406  0.38595852 0.37381905 0.38070208 0.38351026 0.38471764
 0.385251   0.38567063 0.3859229  0.38621572 0.37414783 0.38177994
 0.38462397 0.38558912 0.38615197 0.38655788 0.38682663 0.3871518
 0.3752281  0.38239187 0.3851863  0.38611835 0.38654974 0.387037
 0.387218   0.3874953  0.37461826 0.3823457  0.38515538 0.38620758
 0.38679397 0.38719806 0.38739738 0.3876734  0.3757002  0.3830379
 0.38530108 0.38615096 0.38663587 0.38682958 0.3871859  0.38733175
 0.37566316 0.38232073 0.3853336  0.38630763 0.38692635 0.38720903
 0.3874747  0.3876746  0.37519667 0.38200146 0.38472843 0.3857783
 0.38635656 0.38679296 0.3870625  0.38738087 0.37468937 0.38138148
 0.38430542 0.38548356 0.3861895  0.38662425 0.386924   0.3872593
 0.37547785 0.38241357 0.38537052 0.38618454 0.38660783 0.38705948
 0.38735086 0.38756543]"
8,20,"[0.14688069 0.2461435  0.20892663 0.17030035 0.10184674 0.05865648
 0.03172885 0.0209286  0.01070671 0.00388146]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04201281 0.04163294 0.04144249 0.04133956 0.0412891  0.04125822
 0.04123414 0.04121401 0.07049067 0.06966517 0.0693129  0.06917254
 0.06910204 0.06905037 0.06901386 0.06898406 0.09729089 0.09566063
 0.09522992 0.09510271 0.09501663 0.09496082 0.09491808 0.09488147
 0.11812876 0.11613084 0.11568122 0.11551322 0.11541086 0.11534507
 0.11529294 0.11525046 0.13149968 0.12995273 0.12939747 0.12914663
 0.12901032 0.128917   0.12884951 0.12879399 0.14027688 0.13854991
 0.13797814 0.13779013 0.13768544 0.13760339 0.13754757 0.13749306
 0.14318347 0.14109452 0.14057921 0.14039506 0.1402828  0.14019929
 0.14013428 0.14008682 0.14871908 0.1468074  0.14620183 0.14596696
 0.14584904 0.14576683 0.14570484 0.14565602 0.14904796 0.14614447
 0.14563255 0.14542317 0.14530221 0.14523311 0.1451486  0.14508705
 0.14777371 0.14607386 0.14557077 0.14539488 0.145283   0.14520765
 0.14514229 0.14508771 0.15185785 0.15001166 0.14940191 0.14914332
 0.14902055 0.1489324  0.14887072 0.1488159  0.15436264 0.15234622
 0.15170934 0.1514692  0.15132976 0.15123834 0.15116762 0.15110851
 0.15616305 0.1544244  0.15376799 0.15353466 0.15341151 0.15332389
 0.15325678 0.1532071  0.15423578 0.15231661 0.15163795 0.1514393
 0.15126743 0.15118472 0.15111789 0.15106385 0.1540743  0.15159416
 0.15101884 0.15082832 0.15071514 0.15063584 0.15057585 0.15052122
 0.15366152 0.15196822 0.15137775 0.15116323 0.15104266 0.15096147
 0.15089295 0.15083451 0.15204497 0.15027428 0.14964551 0.14936576
 0.14922844 0.1491356  0.14907195 0.14901877 0.15481503 0.15299545
 0.15238762 0.15217226 0.15205337 0.15197118 0.15191078 0.15185653
 0.15177478 0.14997919 0.14938209 0.14914202 0.14901708 0.14893172
 0.14886565 0.14882118 0.1549222  0.15284461 0.15226427 0.15204205
 0.15192694 0.15183865 0.1517769  0.15172088]","[0.33602026 0.34574765 0.34932914 0.35123178 0.3522897  0.35271046
 0.35321516 0.35349298 0.35236752 0.36223376 0.36552367 0.36675364
 0.36758727 0.36832237 0.3685675  0.36883125 0.3590726  0.36798373
 0.37111387 0.3721226  0.37274215 0.3731506  0.37344357 0.37361062
 0.36488333 0.37325883 0.37571034 0.37672493 0.3773383  0.37753993
 0.37781978 0.37809047 0.3674144  0.37499753 0.37763003 0.37895936
 0.37978795 0.3802057  0.38055414 0.38087845 0.37114772 0.37790304
 0.38068852 0.381529   0.38207215 0.38256162 0.38272005 0.38291055
 0.3718213  0.37963423 0.3820425  0.38274366 0.38322783 0.3837425
 0.384066   0.38418603 0.37430048 0.38091323 0.38386065 0.3848135
 0.3852705  0.38563955 0.385828   0.38605344 0.37208614 0.38189286
 0.3841794  0.38499945 0.38548523 0.3857999  0.38610277 0.3863661
 0.3758479  0.38242438 0.38478515 0.38571855 0.38608167 0.38644636
 0.3867669  0.38696966 0.37362024 0.38069546 0.383336   0.38444158
 0.38498348 0.38533938 0.38569778 0.385816   0.37275916 0.38091624
 0.38375717 0.3847498  0.38528013 0.38560748 0.38585135 0.38615924
 0.37619048 0.38273454 0.38545826 0.3863567  0.38683417 0.3871388
 0.38746062 0.38761234 0.37610444 0.38273907 0.38579825 0.38673416
 0.3873552  0.38757002 0.387955   0.3881457  0.37340468 0.38291818
 0.38549638 0.38641092 0.38690564 0.3871229  0.38745508 0.38772628
 0.37597886 0.38242447 0.38518655 0.38609323 0.38658696 0.38699412
 0.3872464  0.3875092  0.37521628 0.38167128 0.3843526  0.38538158
 0.38611016 0.38657004 0.38676682 0.38709182 0.37516493 0.38211715
 0.3847426  0.3855923  0.38612843 0.38649035 0.38674974 0.38701263
 0.3757984  0.38232425 0.38501304 0.3860583  0.38655737 0.38695693
 0.38704222 0.38735607 0.37533474 0.3826101  0.38511333 0.38602856
 0.38652882 0.38687783 0.38709834 0.38733763]"
10,1,"[0.15450422 0.15980761 0.14633736 0.1241454  0.10687782 0.0901087
 0.06988995 0.05756085 0.04865011 0.04211798]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04211504 0.04159502 0.04141268 0.04133407 0.04128897 0.0412598
 0.04123653 0.0412172  0.04120259 0.0411885 ]","[0.33258516 0.3449679  0.34901354 0.3510536  0.35188153 0.3527581
 0.35306007 0.3532814  0.35361904 0.3539377 ]"
10,3,"[0.18705075 0.21798314 0.17193533 0.13798264 0.10684518 0.07287863
 0.04571351 0.02996779 0.01679399 0.01284903]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04220641 0.04162344 0.04142289 0.04132715 0.04128029 0.04124957
 0.04122638 0.04120864 0.0411911  0.04117959 0.07062091 0.0699033
 0.06958471 0.06942982 0.06935354 0.06929997 0.06926064 0.06923147
 0.06920621 0.06918518 0.09597513 0.09474351 0.09426945 0.09407654
 0.09398325 0.09392056 0.09388077 0.09383968 0.09380695 0.09377899]","[0.33594754 0.34573007 0.34908876 0.35086232 0.3517534  0.35243925
 0.3529446  0.35343215 0.3536983  0.3540449  0.35648403 0.3646015
 0.3684326  0.36993775 0.37072504 0.37136638 0.37172446 0.37201494
 0.3721867  0.37235758 0.3626586  0.36877158 0.37232575 0.37361172
 0.37408474 0.3745628  0.37487403 0.37515622 0.37545842 0.37558174]"
10,6,"[0.17003333 0.21554526 0.21153746 0.16069277 0.10600928 0.06410787
 0.03709675 0.01721463 0.01125083 0.00651183]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04218833 0.04166471 0.04147838 0.04136719 0.04130985 0.04127415
 0.04124798 0.04122986 0.0412136  0.04119886 0.07000309 0.06917366
 0.0688664  0.06873862 0.06867002 0.06862757 0.0685898  0.06856299
 0.06853921 0.06851874 0.0941351  0.09316174 0.09273606 0.09255384
 0.09246333 0.09240135 0.0923548  0.09231603 0.0922886  0.09225974
 0.11960649 0.11791024 0.11745663 0.1172189  0.11709265 0.11700836
 0.11694493 0.11689587 0.11685731 0.11681742 0.13671577 0.13484628
 0.13430876 0.13409681 0.13398495 0.13391148 0.13383669 0.13379421
 0.13374883 0.13371603 0.14167799 0.13971533 0.1391693  0.13897623
 0.13886754 0.13878674 0.1387301  0.13867781 0.13863529 0.138601  ]","[0.32517985 0.34296286 0.34788048 0.35026473 0.35184616 0.35265648
 0.35311678 0.3534302  0.35359687 0.3538482  0.35476434 0.3629345
 0.36582822 0.36723724 0.3678594  0.3683625  0.36854798 0.3687742
 0.3689911  0.36913562 0.36229113 0.36907798 0.37211823 0.3733329
 0.37411523 0.37436816 0.37480283 0.37504134 0.3751191  0.37538368
 0.36652592 0.3733303  0.37621957 0.37762156 0.3783047  0.37867418
 0.37902018 0.37914872 0.3794137  0.37971172 0.36711785 0.37511617
 0.37783638 0.37900603 0.37951097 0.379889   0.38027188 0.38041136
 0.38056728 0.38072598 0.37125555 0.3783723  0.38109705 0.38216448
 0.38261044 0.38304368 0.38330007 0.3835395  0.38372415 0.38387975]"
10,12,"[0.15083304 0.23346738 0.22329001 0.16452415 0.10337261 0.05901919
 0.03184784 0.01969146 0.00964574 0.00430858]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04198612 0.04161234 0.04143299 0.04133844 0.04128964 0.04125725
 0.04123253 0.0412135  0.04119867 0.04118591 0.07069064 0.06969751
 0.0693782  0.06921272 0.06912679 0.06907502 0.06904023 0.0690109
 0.06898811 0.06897198 0.09730661 0.09615886 0.09575572 0.0955978
 0.09550683 0.09544532 0.09540391 0.09536759 0.09533724 0.09531157
 0.11920513 0.11787356 0.11738779 0.11721294 0.11711503 0.11704683
 0.11699528 0.11694702 0.11691205 0.11687901 0.12987816 0.12839775
 0.12791639 0.12774457 0.12764956 0.1275788  0.12752261 0.12748232
 0.12743172 0.12740095 0.14113985 0.13936643 0.13882533 0.13863203
 0.13852095 0.1384442  0.13838223 0.13833596 0.13828652 0.13824414
 0.14719404 0.14531016 0.14471089 0.14444715 0.1443091  0.14422051
 0.14414708 0.14409241 0.14404727 0.14399954 0.1478219  0.1459644
 0.14541    0.14521326 0.14509182 0.14501619 0.14494578 0.14491473
 0.14485406 0.14481341 0.14998304 0.1483903  0.14770849 0.14744844
 0.14731471 0.14723193 0.14716123 0.14710116 0.14704991 0.1470034
 0.1510163  0.14916348 0.14866347 0.14846758 0.14835277 0.1482704
 0.14820637 0.14815097 0.14811527 0.14806213 0.15205843 0.15033238
 0.14970045 0.14947774 0.14935114 0.14926504 0.14919832 0.149144
 0.1490957  0.14905175 0.15522348 0.1528187  0.15232621 0.15213117
 0.15202918 0.15195028 0.15188642 0.15183102 0.15178355 0.15174775]","[0.33760464 0.3461452  0.3495824  0.3512205  0.35231283 0.35296968
 0.35343406 0.35362574 0.35366672 0.3540501  0.35623914 0.36254978
 0.36581093 0.36719584 0.3678485  0.36845925 0.36874655 0.36879665
 0.3692519  0.36945584 0.36467344 0.37189737 0.3747679  0.3758041
 0.3765355  0.37681657 0.37703222 0.3773388  0.37756342 0.37765664
 0.36887398 0.37644744 0.37914678 0.38015115 0.3805837  0.38111037
 0.3813601  0.38167864 0.3817712  0.38196275 0.37347782 0.38049304
 0.38294676 0.38364717 0.38417178 0.38453665 0.3848795  0.38502452
 0.38536608 0.38554564 0.3747043  0.38197806 0.3844404  0.38539258
 0.38577738 0.38617995 0.38649303 0.38676155 0.3869461  0.38709918
 0.37548295 0.38232443 0.38501346 0.3862784  0.3867545  0.3872308
 0.38759083 0.3877754  0.3880114  0.38820595 0.3751284  0.38227993
 0.3848743  0.38583836 0.3862772  0.3867267  0.3870093  0.38718313
 0.38741422 0.38749346 0.37572718 0.38213792 0.38530058 0.38632932
 0.38692904 0.38732028 0.38762358 0.38786772 0.38810867 0.38832575
 0.37665763 0.38362974 0.3859157  0.3866188  0.38718012 0.38750836
 0.38769865 0.3880677  0.38814813 0.38832507 0.37614968 0.38282502
 0.3855469  0.38651726 0.38708478 0.38739017 0.38773072 0.38790616
 0.3880832  0.3882883  0.37603322 0.38405368 0.3862695  0.3871452
 0.38755336 0.38792416 0.38822454 0.38836706 0.38846073 0.38873827]"
10,16,"[0.14713427 0.23736713 0.2203061  0.1777574  0.08794191 0.05676701
 0.0389298  0.01830556 0.00901036 0.00648047]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04223078 0.04163039 0.04144615 0.04134539 0.04129605 0.04126391
 0.04123777 0.04121984 0.04120373 0.04119306 0.06967262 0.06889301
 0.06858587 0.06846502 0.06840146 0.06835623 0.06832002 0.06829717
 0.06827362 0.06825448 0.09566381 0.09457723 0.09414694 0.09394393
 0.09384677 0.09378709 0.09373474 0.09370368 0.09367238 0.09364336
 0.11681091 0.1153816  0.11493664 0.11478503 0.11469715 0.11463402
 0.11458541 0.11454263 0.11450388 0.11447031 0.13173287 0.13006631
 0.12951434 0.12928543 0.12918526 0.12911083 0.12905497 0.12899945
 0.12896208 0.12892789 0.13996258 0.13799735 0.13743088 0.13722056
 0.13710348 0.13702628 0.13695741 0.13690405 0.13686388 0.13682131
 0.14441868 0.14283126 0.14218281 0.14194088 0.1418169  0.14173396
 0.14166371 0.14161097 0.14156483 0.14151819 0.1465215  0.14424128
 0.14371988 0.14355232 0.14344801 0.14337951 0.14332017 0.14327852
 0.14322599 0.14319189 0.1508847  0.14919726 0.14863228 0.14842403
 0.14830183 0.14821878 0.1481532  0.1481036  0.14805519 0.14801504
 0.15158387 0.14976505 0.14920761 0.14899153 0.14887496 0.14877812
 0.14871765 0.14866653 0.14861891 0.14857769 0.15159268 0.14996478
 0.14929811 0.14906891 0.14894501 0.14885937 0.1487932  0.14873954
 0.14869591 0.14865817 0.15568929 0.15315709 0.15258561 0.15237001
 0.15225067 0.1521633  0.15210099 0.15204225 0.15200118 0.15195197
 0.1504008  0.14861545 0.14800879 0.14778783 0.14767622 0.14758614
 0.14752387 0.14747043 0.14743061 0.14737984 0.1539222  0.15149053
 0.15096924 0.15078221 0.15066999 0.15059552 0.1505358  0.1504774
 0.15043786 0.15039801 0.15110428 0.14871121 0.14812083 0.14790465
 0.14778086 0.14769009 0.14762567 0.14757763 0.14752996 0.14749144
 0.15242459 0.15066029 0.14999401 0.14973075 0.14959755 0.14951319
 0.14943866 0.14938261 0.14933285 0.14928713]","[0.33235645 0.34558302 0.34924668 0.35136852 0.35239074 0.3529892
 0.3533941  0.35362634 0.35393927 0.35397002 0.35740444 0.36550605
 0.36832973 0.36982003 0.37044093 0.37098753 0.37131786 0.3715966
 0.3717805  0.3720476  0.363919   0.3710362  0.37454152 0.3759865
 0.3766982  0.37706324 0.37753576 0.37762976 0.37790036 0.37813178
 0.37044764 0.37801614 0.38038749 0.3812042  0.38164747 0.3820725
 0.38230968 0.38246074 0.3826354  0.3828019  0.3733767  0.3803186
 0.38327333 0.38419527 0.3847271  0.38508493 0.38533074 0.38555184
 0.3856331  0.3858718  0.37409085 0.38238543 0.3849921  0.38594753
 0.38654715 0.38680267 0.3870092  0.3873502  0.38757163 0.3877097
 0.37508833 0.38162193 0.3846847  0.38578483 0.38648364 0.38682672
 0.3871032  0.38727129 0.38759175 0.38768885 0.3740658  0.38310468
 0.38551104 0.38631216 0.3867241  0.3870537  0.38723013 0.387437
 0.38763806 0.38775602 0.37466004 0.3818286  0.38430694 0.3851067
 0.38576874 0.386127   0.38636854 0.3865563  0.38671505 0.38689786
 0.37561214 0.3821976  0.38479957 0.3855883  0.38609675 0.38638455
 0.38665926 0.38694343 0.3869942  0.38728493 0.3752911  0.38149408
 0.38459682 0.38556826 0.38592157 0.38638127 0.3865334  0.38678735
 0.38703862 0.38714275 0.37510493 0.3826536  0.38514543 0.3861015
 0.3865402  0.38689324 0.38712442 0.3873683  0.38753343 0.3877345
 0.3745591  0.38098124 0.38381615 0.3846311  0.3852218  0.38548273
 0.38575366 0.38600928 0.38617024 0.38630906 0.37470898 0.3828314
 0.38494182 0.38582698 0.38623843 0.38662037 0.38679832 0.38714066
 0.38730982 0.38740984 0.37323052 0.38252166 0.3850469  0.38586962
 0.38641998 0.3867627  0.38715348 0.38724113 0.38745776 0.38755262
 0.37548757 0.382073   0.38512078 0.38628006 0.38669923 0.387097
 0.38740534 0.38766187 0.387905   0.3879701 ]"
10,20,"[0.1555886  0.2270292  0.22916096 0.15513302 0.11316387 0.05466078
 0.03441744 0.01459464 0.01156727 0.00468422]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04203804 0.04161156 0.04143071 0.0413269  0.04127768 0.04124813
 0.04122555 0.04120766 0.04119287 0.04117924 0.07141786 0.07055813
 0.07022977 0.07009918 0.07003315 0.06998863 0.06995235 0.06992267
 0.06990402 0.06988081 0.09678599 0.09556762 0.09514046 0.09495989
 0.09486785 0.09480244 0.09475606 0.09471426 0.09468628 0.09465769
 0.11591416 0.11458774 0.11417027 0.11400086 0.11391148 0.113837
 0.11378406 0.11373514 0.11369746 0.11366636 0.12621041 0.12482625
 0.12432628 0.12410713 0.12399588 0.12391205 0.12385395 0.12381485
 0.1237687  0.12373998 0.13691987 0.13538734 0.13481229 0.13459883
 0.13447165 0.13439189 0.13433053 0.13427743 0.13423343 0.13419168
 0.14082176 0.13922214 0.13861652 0.13836544 0.13823857 0.13814518
 0.13808315 0.13803179 0.1379889  0.13795789 0.14420492 0.14253066
 0.14199586 0.1417794  0.14166115 0.1415805  0.14151547 0.14146064
 0.14142666 0.14137928 0.14260398 0.14090862 0.14039001 0.14018275
 0.14006452 0.13999143 0.13993569 0.13988134 0.13983399 0.13979759
 0.14603409 0.14423597 0.14365667 0.14344014 0.14331238 0.14322835
 0.14316274 0.14311834 0.14306631 0.14303176 0.14853357 0.14679726
 0.14619941 0.14598929 0.14587838 0.14579829 0.14573195 0.14568197
 0.14563148 0.14559657 0.15208006 0.14967943 0.14908053 0.14885516
 0.14871625 0.14862055 0.14854631 0.14848889 0.14843923 0.14839791
 0.14823438 0.14662226 0.1460579  0.14581915 0.14570093 0.14562127
 0.14555251 0.1455054  0.14546276 0.14542169 0.15302118 0.15075552
 0.15018715 0.14996885 0.14984681 0.14976482 0.14970085 0.14964564
 0.14959686 0.14955903 0.15106271 0.14916543 0.14855251 0.14834163
 0.14821224 0.14812146 0.14805458 0.14799455 0.14794568 0.14790474
 0.15171261 0.14954281 0.1488929  0.14862967 0.14849792 0.14841212
 0.1483478  0.14829528 0.14824716 0.14823788 0.1528097  0.15051986
 0.1499187  0.14968724 0.14957158 0.14948599 0.14942366 0.14936726
 0.14932683 0.14928985 0.15042962 0.14870068 0.14808888 0.14784021
 0.14771072 0.14761771 0.14755205 0.1474977  0.14745165 0.1474125
 0.15373311 0.15179554 0.15119373 0.15089764 0.1507464  0.15064887
 0.15057551 0.15051833 0.15047173 0.15042514 0.1544771  0.15249684
 0.15185263 0.15158442 0.15144536 0.15135372 0.15128694 0.15124063
 0.15118611 0.15114955]","[0.33763742 0.34573603 0.34926212 0.3507793  0.3519199  0.35241285
 0.35281745 0.35312474 0.35339445 0.35376155 0.35727954 0.36552912
 0.36892834 0.3704143  0.37103713 0.37151787 0.37175906 0.37204432
 0.37224993 0.37242228 0.36647433 0.37348276 0.37631273 0.37766486
 0.37817988 0.37864769 0.37892953 0.37922996 0.37936646 0.3796766
 0.37059242 0.37767032 0.3803343  0.3810873  0.3817522  0.3821055
 0.3824263  0.3827688  0.38286883 0.38313258 0.37226936 0.3786462
 0.38142362 0.38257837 0.383149   0.38358098 0.3839405  0.3840839
 0.38419393 0.38429186 0.3722836  0.3791502  0.3822057  0.38315108
 0.38370815 0.38410318 0.38446194 0.38464624 0.38478833 0.38504562
 0.37308925 0.37930655 0.38222054 0.38351804 0.38402852 0.3844539
 0.3847436  0.3849679  0.38518026 0.38534304 0.37362906 0.3799886
 0.38272783 0.3837353  0.38423815 0.3845446  0.38486224 0.38505226
 0.3852694  0.38539618 0.37192437 0.37939394 0.3820116  0.38284922
 0.3833897  0.38381237 0.38407636 0.3842767  0.3844885  0.38461936
 0.3730379  0.3799071  0.38283324 0.38376907 0.38439232 0.38474694
 0.3849839  0.38521922 0.3854502  0.3856507  0.37394676 0.38044238
 0.3832399  0.38409096 0.38470724 0.38510612 0.3853434  0.38565236
 0.38586232 0.38596746 0.3716978  0.38072664 0.38361365 0.38454854
 0.38512355 0.38552696 0.38589558 0.38601708 0.3863135  0.38644293
 0.37551278 0.38216707 0.38470012 0.3857876  0.38626558 0.3866632
 0.38678795 0.38702068 0.38723525 0.38745108 0.3744957  0.3819361
 0.38439414 0.38546377 0.3859043  0.38623223 0.3864833  0.38667217
 0.3868931  0.3869994  0.37417305 0.38214204 0.38475424 0.3856646
 0.38625634 0.38659257 0.3869183  0.38715398 0.38727772 0.3875738
 0.3756356  0.38239706 0.38534465 0.3865335  0.3869421  0.38731307
 0.3875221  0.38776264 0.38797152 0.3881121  0.37443504 0.38237604
 0.38496086 0.38596538 0.3864736  0.38683906 0.38705578 0.38728887
 0.3874164  0.3876179  0.37469608 0.3815477  0.38439566 0.38545498
 0.3859812  0.38652351 0.38672417 0.38697904 0.3870562  0.38730243
 0.3723466  0.37936175 0.3822284  0.38350406 0.38409573 0.38447818
 0.38475096 0.38504598 0.38529983 0.3854539  0.37325045 0.3801876
 0.38306564 0.38432178 0.38486677 0.38515037 0.38548547 0.38569048
 0.3859213  0.38601363]"
14,1,"[0.16814417 0.15903634 0.14064796 0.12245217 0.10502635 0.08662286
 0.07058653 0.0594774  0.04779366 0.04021256]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04213141 0.04164665 0.04145972 0.04134804 0.04129374 0.04126217
 0.04123737 0.04121885 0.04120283 0.0411871  0.04117617 0.04116634
 0.04115334 0.0411451 ]","[0.33205172 0.34462172 0.34873748 0.35133165 0.35233477 0.35275805
 0.35320944 0.35339954 0.35368842 0.35388866 0.35400093 0.3540877
 0.35422856 0.3543316 ]"
14,3,"[0.17762795 0.20327938 0.18570066 0.14768326 0.10950006 0.0717154
 0.04804728 0.02725693 0.01712193 0.01206715]","[0.147122 0.246214 0.224416 0.15894  0.099776 0.057786 0.032582 0.018136
 0.00985  0.005178]","[0.04209129 0.04163064 0.04143927 0.04133605 0.04128343 0.0412485
 0.04122695 0.04120696 0.04119181 0.04117972 0.04116747 0.04115849
 0.04114664 0.04113795 0.06978589 0.06897809 0.06866832 0.06853336
 0.06846502 0.06842024 0.06838257 0.06835808 0.06833219 0.06831223
 0.06829674 0.06828086 0.06826839 0.06825244 0.10155899 0.10018853
 0.09974836 0.09959266 0.09951245 0.09944978 0.09940287 0.0993655
 0.09933618 0.0993073  0.09928439 0.09926051 0.09923768 0.09920924]","[0.33404556 0.34611237 0.34923252 0.3513299  0.35269755 0.3531219
 0.35339352 0.35380346 0.3540945  0.35435298 0.35447052 0.35463214
 0.35474315 0.35466337 0.3572937  0.36480683 0.36809993 0.3695171
 0.37025747 0.3706445  0.37098894 0.37127146 0.37142125 0.37153563
 0.37171224 0.37189528 0.37192133 0.3720956  0.36484873 0.37188423
 0.3747574  0.37586498 0.3762607  0.37667835 0.37704596 0.3772375
 0.37739843 0.37764332 0.3777716  0.37791026 0.37815237 0.37824118]"
